Q81447	1	628	Aldous_Huxley	39	0.3	3	[1]	[]	[1]	[1]	[1]
Q55796	4	167975	Peter_Ustinov	118	0.10909090909090909	3	[1;3;2;4;13]	[]	[1;3]	[1;3;2]	[1;3;2;4;13]
Q3115393	1	20287561	Grant_Haskin	218	0.3	3	[]	[]	[]	[]	[]
Q7747	2	32817	Vladimir_Putin	165	0.21363636363636362	3	[1;3;2;4;7;14;80;89]	[]	[1]	[1]	[1;3]
Q15052269	3	40117306	Benjamin_B._Wagner	216	0.16818181818181818	3	[]	[]	[]	[]	[]
Q127417	1	48596	Douglas_MacArthur	183	0.3	3	[1;3;2;5;4;9;6;7;5000;13;25;50;53;12000;100;1000]	[]	[]	[1]	[1;3;2]
Q7833	2	82413	Boris_Vian	13	0.21363636363636362	3	[1;2]	[]	[1;2]	[1;2]	[1;2]
Q121033	2	3659271	Urs_Schwarzenbach	219	0.21363636363636362	3	[2;4]	[]	[]	[2;4]	[2;4]
Q692	3	32897	William_Shakespeare	5	0.16818181818181818	3	[2;1;3;4;18;36;38;154]	[]	[2]	[2;1;3]	[2;1;3]
Q82409	3	29408	Samuel_Taylor_Coleridge	136	0.16818181818181818	3	[1;2;3;5;8;10]	[]	[1]	[1;2]	[1;2;3;5]
Q4612	1	145325	Marlene_Dietrich	79	0.3	3	[1;2;3;4]	[]	[1;2]	[1;2]	[1;2]
Q69339	1	21787	Nathaniel_Hawthorne	143	0.3	3	[1;7;2;3]	[1]	[1]	[1;7]	[1;7;2;3]
Q937	3	736	Albert_Einstein	6	0.16818181818181818	3	[1;2;4;5;6;300;76;30000;17;150]	[]	[1]	[1;2]	[1;2]
Q5686	10	5884	Charles_Dickens	10	0.004545454545454545	3	[1;2;3;100;4;5;7;12;15;20;41;48]	[]	[1]	[1;2]	[1;2]
Q1511	3	25452	Richard_Wagner	9	0.16818181818181818	3	[2;3;1;4;15;18]	[]	[]	[2;3;1]	[2;3;1]
Q9960	4	25433	Ronald_Reagan	81	0.10909090909090909	3	[1;2;4;7;5;6;14;49;3;19;33;290;42;50;60;83;90;100]	[]	[]	[1]	[1;2]
Q7742	16	18553	Louis_XIV_of_France	158	0.004545454545454545	3	[1;2;3;4;6;55000000;80;300]	[]	[1]	[1]	[1;2;3]
