Q125106,Salma_Hayek,NULL,1,106,4282444
Q44176,Hulk_Hogan,2,NULL,71,4280662
Q277895,Alan_Thicke,2,NULL,52,4257724
Q9582,Gerald_Ford,4,4,101,4252019
Q7742,Louis_XIV_of_France,16,NULL,161,4231252
Q60068,Rajinikanth,2,NULL,184,4224959
Q298276,Michael_Sheen,NULL,1,77,4216976
Q38222,George_Lucas,2,NULL,177,4205797
Q43874,Eddie_Murphy,NULL,9,114,4202143
Q47365,Marie_Antoinette,4,NULL,118,4176997
Q25089,Woody_Allen,4,NULL,250,4169104
Q485298,Gillian_Anderson,NULL,3,76,4162752
Q10390,John_McCain,4,NULL,114,4146432
Q43044,Demi_Moore,3,NULL,112,4130921
Q159347,Steve_McQueen,1,NULL,96,4126304
Q2680,Bruce_Willis,3,NULL,153,4124156
Q7416,Margaret_Thatcher,2,NULL,100,4121103
Q635,Cleopatra,4,NULL,129,4119355
Q128121,Mick_Jagger,3,8,158,4118663
Q115547,Bill_Goldberg,NULL,1,45,4108396
Q39792,Jack_Nicholson,1,NULL,139,4108125
Q363708,Eddie_Fisher_(singer),4,NULL,56,4087759
Q213512,Bill_Cosby,4,NULL,127,4082785
Q190162,Zoe_Saldana,NULL,2,65,4080034
Q213706,Tom_Selleck,NULL,2,70,4063932
Q310295,Dick_Van_Dyke,2,NULL,79,4061279
Q25161,Roald_Dahl,3,NULL,171,4060776
Q503545,Norman_Reedus,NULL,1,67,4047709
Q180589,Boris_Johnson,NULL,5,68,4038582
Q165518,Ewan_McGregor,NULL,4,115,4034947
Q1225,Bruce_Springsteen,1,NULL,193,4027686
Q25191,Christopher_Nolan,NULL,4,88,4019864
Q34460,Gwyneth_Paltrow,NULL,2,90,4011867
Q298368,Liev_Schreiber,2,2,90,4010406
Q44313,Stone_Cold_Steve_Austin,NULL,3,55,4004640
Q163249,Jessica_Biel,1,NULL,69,3997265
Q41594,Christina_Aguilera,NULL,2,145,3983415
Q3925,Grace_Kelly,3,NULL,95,3982036
Q14540,Tina_Fey,2,2,91,3972200
Q82110,Steven_Seagal,1,NULL,132,3962359
Q308840,Jean-Claude_Van_Damme,2,NULL,116,3953022
Q189554,Katherine_Heigl,NULL,2,74,3944489
Q714,Stevie_Wonder,1,NULL,156,3939776
Q434706,Elizabeth_Warren,2,NULL,47,3904053
Q218503,Will_Ferrell,1,3,106,3902666
Q162629,Simon_Cowell,NULL,2,60,3900374
Q1047,Jawaharlal_Nehru,1,NULL,94,3894000
Q11613,Harry_S._Truman,1,1,103,3887822
Q23559,Benito_Mussolini,6,NULL,111,3858345
Q233619,Hrithik_Roshan,2,NULL,64,3856158
Q16296,Patrick_Stewart,NULL,2,103,3855046
Q1035,Charles_Darwin,8,NULL,189,3854653
Q19878,Muammar_Gaddafi,8,NULL,78,3826693
Q271464,Terry_Crews,NULL,5,69,3824752
Q44430,Vince_McMahon,2,NULL,75,3824148
Q133151,Ozzy_Osbourne,6,5,125,3813849
Q9049,Noam_Chomsky,1,NULL,142,3804653
Q81520,Pierce_Brosnan,4,5,122,3798246
Q193426,Nancy_Reagan,2,NULL,70,3787477
Q231093,Mayim_Bialik,NULL,2,37,3779280
Q1615,Neil_Armstrong,NULL,3,94,3777202
Q868,Aristotle,1,NULL,169,3776953
Q212545,Natasha_Richardson,NULL,2,80,3774883
Q193659,James_McAvoy,NULL,1,62,3773519
Q1835,Zinedine_Zidane,2,NULL,66,3757094
Q2643,George_Harrison,1,NULL,251,3755166
Q237324,Lisa_Marie_Presley,2,NULL,50,3750485
Q41396,Josh_Brolin,2,2,79,3749668
Q189758,Marvin_Gaye,1,NULL,189,3747046
Q174346,Katie_Holmes,1,1,67,3745420
Q5816,Mao_Zedong,6,10,103,3730819
Q80966,Cate_Blanchett,NULL,4,86,3724407
Q20875,Edward_VII,6,NULL,119,3723187
Q144622,Phil_Collins,2,NULL,149,3722350
Q44158,Dave_Bautista,NULL,2,38,3717820
Q103646,Ron_Howard,2,NULL,145,3717060
Q122020,Hilary_Duff,NULL,1,108,3702547
Q228787,Jada_Pinkett_Smith,2,NULL,86,3696148
Q842633,Stephanie_McMahon,NULL,3,24,3681634
Q307,Galileo_Galilei,2,NULL,131,3672579
Q483907,Jack_Black,NULL,2,118,3639512
Q174311,Christopher_Reeve,NULL,3,83,3634736
Q230993,Jenny_McCarthy,NULL,1,59,3620316
Q194280,Hugh_Hefner,1,NULL,67,3619679
Q11806,John_Adams,4,6,104,3607517
Q209662,Lucille_Ball,2,NULL,133,3606656
Q132616,Naomi_Watts,2,2,100,3602683
Q160009,Pink_(singer),1,NULL,117,3598859
Q41871,Paul_Newman,3,NULL,150,3592224
Q106997,Jamie_Lee_Curtis,NULL,2,98,3577044
Q457786,Rodrigo_Duterte,2,NULL,14,3569825
Q16148924,Farrah_Abraham,NULL,1,21,3567295
Q60036,Heidi_Klum,NULL,4,55,3566367
Q200534,Tilda_Swinton,NULL,2,99,3561986
Q44449,Randy_Orton,NULL,1,36,3560877
Q138005,Michael_Keaton,1,NULL,99,3559637
Q26806,Danny_DeVito,1,NULL,152,3542862
Q616960,Stephen_Amell,NULL,1,28,3538856
Q203223,Ciara,NULL,1,95,3532810
Q284636,Jason_Bateman,NULL,2,80,3530510
Q264730,Gloria_Vanderbilt,1,NULL,47,3530397
Q483382,Steve_Wozniak,NULL,3,48,3521394
Q232414,Lisa_Bonet,1,NULL,38,3515738
Q161916,Owen_Wilson,NULL,2,108,3506441
Q44467,Orlando_Bloom,1,NULL,63,3503496
Q56008,Tim_Burton,NULL,2,125,3498272
Q275964,Mariska_Hargitay,NULL,3,55,3493237
Q184572,Martin_Sheen,4,NULL,139,3490215
Q11378,Shiva,2,NULL,33,3487328
Q47100,Ben_Stiller,NULL,2,141,3479444
Q41142,Jane_Fonda,3,NULL,120,3471411
Q126513,Steve_Irwin,1,NULL,48,3469491
Q296774,Mark_Harmon,1,2,71,3458749
Q80823,Anne_Boleyn,1,NULL,81,3453851
Q125017,Uma_Thurman,NULL,3,105,3445661
Q173585,Jessica_Lange,NULL,3,106,3443936
Q34201,Zeus,54,NULL,196,3442970
Q83492,Gary_Oldman,NULL,3,105,3433586
Q2307071,Vision_(Marvel_Comics),2,NULL,12,3429474
Q214227,T.I.,NULL,6,131,3420342
Q232072,Julia_Louis-Dreyfus,NULL,2,51,3417650
Q264840,Vera_Farmiga,NULL,2,75,3417650
Q188792,David_Schwimmer,NULL,1,71,3416820
Q103946,Kiefer_Sutherland,1,NULL,139,3414189
Q252290,Saif_Ali_Khan,NULL,2,101,3407702
Q5686,Charles_Dickens,11,NULL,222,3400664
Q59215,Robert_Redford,1,NULL,116,3395398
Q133050,Susan_Sarandon,1,NULL,139,3389526
Q4028,Paul_Simon,1,NULL,107,3388712
Q233213,Paula_Patton,1,1,47,3382228
Q216936,Sean_Combs,NULL,6,99,3381902
Q2673,Chuck_Norris,1,5,114,3378056
Q147395,Kajol,NULL,2,78,3373491
Q65932,Anthony_Hopkins,1,NULL,144,3371434
Q861110,Shane_McMahon,NULL,3,24,3370630
Q182655,Rod_Stewart,5,NULL,107,3368060
Q214601,David_Tennant,NULL,4,64,3359971
Q2001,Stanley_Kubrick,1,NULL,135,3359001
Q79876,Isis,1,NULL,17,3356937
Q229181,Viola_Davis,NULL,1,61,3341118
Q235321,Jill_Stein,NULL,2,39,3337506
Q4636,Barbra_Streisand,1,NULL,163,3336598
Q483203,Sting_(musician),3,NULL,150,3333425
Q1149,Indira_Gandhi,2,NULL,91,3331236
Q80405,Julianne_Moore,NULL,2,115,3328555
Q215072,John_Goodman,NULL,1,135,3318056
Q3044,Charlemagne,19,NULL,115,3311084
Q167498,Meg_Ryan,1,NULL,89,3309450
Q313470,Donnie_Wahlberg,NULL,2,67,3304677
Q22004720,Mohamed_Hadid,5,NULL,5,3299495
Q235511,Taraji_P._Henson,NULL,1,61,3296688
Q172653,Maggie_Smith,2,NULL,92,3294277
Q160278,John_D._Rockefeller,4,NULL,58,3289605
Q43989,Grigori_Rasputin,1,NULL,46,3285710
Q193406,Pocahontas,1,NULL,46,3275626
Q234773,Priscilla_Presley,2,NULL,56,3253782
Q168763,Liv_Tyler,NULL,2,73,3250306
Q223117,Stanley_Tucci,NULL,4,113,3243475
Q83325,Pamela_Anderson,NULL,2,68,3234363
Q49001,Whoopi_Goldberg,1,NULL,138,3233771
Q9554,Martin_Luther,6,NULL,292,3233708
Q236005,Mel_B,NULL,3,59,3226972
Q51797,Princess_Leia,4,NULL,27,3225126
Q170530,Sarah_Jessica_Parker,3,3,88,3223631
Q180919,Natalie_Wood,1,NULL,94,3216906
Q161819,Julie_Andrews,1,NULL,94,3214753
Q174957,Nina_Simone,1,NULL,95,3213868
Q166389,Daniel_Day-Lewis,NULL,3,80,3210763
Q892,J._R._R._Tolkien,2,4,246,3196087
Q171905,Jamie_Foxx,NULL,2,113,3192217
Q14539,Jason_Sudeikis,NULL,1,44,3189818
Q12038,Cthulhu,2,NULL,18,3185521
Q34296,Woodrow_Wilson,3,3,121,3177770
Q167520,Jon_Voight,2,NULL,109,3173208
Q79972,James_VI_and_I,7,NULL,89,3172777
Q9671,Michael_Schumacher,1,NULL,54,3171453
Q26424,Calista_Flockhart,NULL,1,49,3164349
Q175104,Jennifer_Love_Hewitt,NULL,2,103,3163948
Q127318,George_III_of_the_United_Kingdom,15,NULL,127,3157620
Q163286,Hugh_Grant,NULL,3,86,3154214
Q53944,Rupert_Murdoch,5,NULL,65,3153381
Q7186,Marie_Curie,2,NULL,116,3144718
Q230123,Elsa_Pataky,NULL,3,54,3138817
Q232902,Jennifer_Jason_Leigh,NULL,1,100,3129813
Q179090,Aaron_Burr,1,1,60,3125211
Q11930,Kevin_Costner,1,7,123,3122354
Q202735,Billy_Bob_Thornton,NULL,4,119,3120932
Q186422,Wolverine_(character),1,NULL,20,3118442
Q213812,Babe_Ruth,1,NULL,68,3115996
Q212518,Patrick_Dempsey,NULL,3,70,3115317
Q180338,Christopher_Lee,NULL,1,231,3115018
Q484365,David_Duchovny,NULL,2,84,3110614
Q104061,Steve_Buscemi,NULL,1,168,3105087
Q215562,Frederick_Douglass,1,5,62,3100181
Q242580,Leah_Remini,NULL,1,29,3097807
Q607,Michael_Bloomberg,2,2,83,3095969
Q202589,Cillian_Murphy,NULL,2,73,3093885
Q43715,Vlad_the_Impaler,1,NULL,34,3093148
Q194333,Billy_Joel,2,NULL,142,3090322
Q30875,Oscar_Wilde,2,NULL,174,3089285
Q9077,Moses,2,NULL,102,3082202
Q131814,Tina_Turner,2,2,127,3068517
Q187033,Sally_Field,1,3,91,3066052
Q3454165,Kevin_Bacon,1,NULL,125,3065483
Q215359,Dean_Martin,1,NULL,144,3065199
Q156796,Michelle_Williams_(actress),1,1,77,3064992
Q193555,Brendan_Fraser,NULL,3,86,3061053
Q201279,Woody_Harrelson,NULL,3,103,3054695
Q255070,Diane_Lane,NULL,1,86,3054581
Q173158,Ben_Kingsley,1,NULL,117,3041712
Q8619,Pierre_Trudeau,4,NULL,74,3041379
Q44546,Ric_Flair,3,NULL,35,3023279
Q348533,Nick_Cannon,NULL,2,69,3017431
Q42891,Krishna,1,NULL,49,3011516
Q28054,Judi_Dench,1,NULL,91,3009998
Q104266,Mel_Brooks,1,NULL,150,3008473
Q2267017,Cable_(comics),1,NULL,21,3004097
Q16297,William_Shatner,3,NULL,142,3003606
Q25310,Robert_F._Kennedy,11,NULL,122,2998392
Q294912,Richard_Pryor,1,NULL,108,2998179
Q19810,Victoria_Beckham,4,4,81,2994273
Q485901,James_Marsden,NULL,3,78,2992969
Q170576,Milla_Jovovich,2,2,91,2989071
Q913,Socrates,2,NULL,115,2976980
Q232538,Patty_Duke,2,NULL,62,2975835
Q229244,Katey_Sagal,NULL,4,58,2970333
Q83410,Cary_Grant,1,NULL,139,2967274
Q34836,Ulysses_S._Grant,4,4,92,2960813
Q72984,Bing_Crosby,7,NULL,191,2957177
Q1877051,Luke_Hemsworth,NULL,4,22,2954658
Q4496,Mitt_Romney,1,5,132,2954290
Q188375,Lucy_Liu,1,NULL,104,2941166
Q168724,Emma_Thompson,NULL,2,115,2937014
Q218532,John_Candy,1,NULL,92,2929822
Q19673,Al_Gore,2,4,114,2928112
Q855252,Bhumibol_Adulyadej,4,NULL,85,2927375
Q7245,Mark_Twain,3,NULL,172,2927071
Q1405,Augustus,1,NULL,96,2923705
Q56005,Ridley_Scott,3,NULL,121,2920287
Q381477,Kamal_Haasan,2,NULL,251,2920241
Q180710,Anna_Nicole_Smith,2,NULL,51,2909934
Q180004,Fergie_(singer),NULL,1,82,2908783
Q159778,Michelle_Pfeiffer,2,2,91,2907452
Q36290,Diana_Ross,3,NULL,118,2899166
Q232104,Kerry_Washington,NULL,1,70,2894442
Q192217,Rob_Schneider,1,NULL,98,2889516
Q314812,John_Ritter,2,NULL,92,2886780
Q7523,Kublai_Khan,17,NULL,110,2868592
Q55400,Hayao_Miyazaki,2,NULL,136,2867407
Q2153,Subhas_Chandra_Bose,1,NULL,61,2863339
Q206856,Angela_Lansbury,1,NULL,126,2863130
Q43144,Sarah_Palin,5,NULL,51,2858091
Q232343,Bridget_Moynahan,1,NULL,45,2856334
Q162492,Colin_Firth,NULL,3,104,2851776
Q929285,Scarlet_Witch,2,NULL,28,2847922
Q209518,Wayne_Gretzky,1,NULL,50,2836180
Q318134,Colin_Hanks,NULL,2,63,2819379
Q81506,Charles_I_of_England,7,NULL,112,2818106
Q36105,Charles_Bronson,NULL,7,144,2815009
Q3345518,Suriya,NULL,2,66,2812470
Q232120,Angela_Bassett,NULL,2,73,2808112
Q51746,Luke_Skywalker,1,NULL,42,2806853
Q440910,Ken_Jeong,NULL,2,54,2806647
Q362616,Jon_Bernthal,NULL,3,46,2803487
Q4934,Larry_Page,NULL,2,49,2796287
Q22316,John_Kerry,2,NULL,85,2793453
Q127454,Miranda_Kerr,1,1,32,2782253
Q368,Augusto_Pinochet,2,NULL,62,2780340
Q222071,Courtney_Love,1,NULL,86,2778723
Q176455,Melanie_Griffith,1,NULL,92,2766244
Q229507,Jayne_Mansfield,2,NULL,79,2765026
Q191084,Val_Kilmer,1,NULL,113,2764072
Q171745,Jeremy_Irons,1,NULL,104,2763059
Q1261570,Frank_Gifford,1,NULL,35,2759657
Q51552,Roman_Polanski,1,NULL,150,2748683
Q217787,Carole_King,1,NULL,95,2740381
Q313956,Anil_Kapoor,3,NULL,167,2738551
Q102124,Sigourney_Weaver,NULL,1,105,2730328
Q273055,R._Kelly,1,3,149,2725526
Q104372,Doris_Day,1,NULL,124,2725068
Q355116,Will_Arnett,NULL,2,60,2721741
Q8597,Akbar,3,NULL,66,2721199
Q131285,John_Williams,1,NULL,188,2718206
Q180224,Lenny_Kravitz,1,NULL,102,2701041
Q929273,Quicksilver_(comics),1,NULL,11,2694422
Q188280,Christina_Applegate,NULL,1,78,2688268
Q163830,Yip_Man,2,NULL,45,2671476
Q170419,Carlos_Slim,1,NULL,33,2670191
Q11668,Nikki_Haley,NULL,2,25,2657230
Q189599,Keith_Richards,2,NULL,86,2655267
Q16345,Leonard_Nimoy,2,NULL,116,2652625
Q236527,Maya_Rudolph,NULL,4,57,2650167
Q194045,Steven_Tyler,2,NULL,74,2648276
Q184103,Christina_Ricci,NULL,1,95,2633763
Q41749,Joseph_Goebbels,4,6,85,2630519
Q37340,Apollo,15,NULL,125,2629626
Q35500,Aphrodite,17,NULL,184,2624714
Q2363587,Vikram_(actor),NULL,2,68,2620895
Q206181,Hank_Williams,2,NULL,66,2618362
Q229957,Mary-Louise_Parker,NULL,2,69,2604435
