Q948032	Hugh VIII of Lusignan	 Guy of Lusignan 
Q7809200	Tirey L. Ford	 Byington Ford 
Q6176087	Nathaniel Silsbee	 Nathaniel Silsbee Jr. 
Q451808	Charles Colson	 Emily Colson 
Q191527	Edward Cullen	 List of Twilight characters 
Q1056509	Azathoth	 Cthulhu Mythos deities | Nyarlathotep  
Q430599	Dr. Evil	 Scott Evil 
Q1423305	Alexis Meade	 List of Ugly Betty characters 
Q2568818	Marion Ravenwood	 List of Indiana Jones characters 
Q23554	Walter White (Breaking Bad)	 List of Breaking Bad characters 
Q5506618	Frylock	 The Brak Show 
Q4347786	Peggy Hill	 Bobby Hill (King of the Hill) 
Q7143069	Pastoria	 Princess Ozma 
Q2715593	Josiah Bartlet	 Abbey Bartlet | Eleanor Bartlet | List of The West Wing characters | Zoey Bartlet  
Q1639574	Phoebe Halliwell	 List of Charmed characters 
Q1774891	Rita Bennett	 Dexter Morgan | List of Dexter characters  
Q5137582	Coach Ernie Pantusso	 Coach's Daughter 
Q17118932	Jack Deth	 Daughter 
Q7188592	Phyllis Lindstrom	 List of minor characters on The Mary Tyler Moore Show 
Q1062787	Matt Parkman	 List of Heroes characters 
Q5403000	Ethan Zobelle	 List of Sons of Anarchy characters 
Q1063118	D. L. Hawkins	 Micah Sanders 
Q500602	Grandpa (The Munsters)	 Lily Munster | List of The Munsters characters  
Q6412246	King of Hearts (Alice's Adventures in Wonderland)	 Suit (cards) 
Q5365493	Elliot Hope	 Characters of Holby City 
Q2533281	Lorelai Gilmore	 List of Gilmore Girls characters 
Q2284488	Keith Mars	 Veronica Mars (character) 
Q6897068	Mombi	 Princess Ozma 
Q2724526	Tony Blundetto	 List of characters from The Sopranos – friends and family 
Q3760544	George Jefferson	 Lionel Jefferson 
Q1440857	Bradford Meade	 Alexis Meade | Claire Meade | Daniel Meade  
Q2458931	Nino Schibetta	 Peter Schibetta 
Q7360176	Roland Burton	 Joan Burton (Army Wives) 
Q6204901	Joan Burton (Army Wives)	 Roland Burton 
Q2834309	Alexei Volkoff	 Volkoff Industries 
Q1063270	Noah Bennet	 Claire Bennet | List of Heroes characters  
Q2557030	Bobby Baccalieri	 List of characters from The Sopranos – friends and family 
Q731813	Oliver Wolcott	 Oliver Wolcott Jr. 
Q8012733	William Hutchinson (Rhode Island)	 Edward Hutchinson (captain) | John Sanford (governor) | Susanna Cole | Thomas Savage (major)  
Q178726	Franklin S. Billings	 Franklin S. Billings Jr. 
Q888180	Luis Muñoz Marín	 Victoria Muñoz Mendoza 
Q881679	Samuel A. Foot	 Andrew Hull Foote 
Q34453	Boris Yeltsin	 Tatyana Yumasheva 
Q23559	Benito Mussolini	 Bruno Mussolini | Edda Mussolini | Romano Mussolini | Vittorio Mussolini  
Q322173	Tomás Estrada Palma	 Jose M. Estrada-Palma Guardiola 
Q472323	Ranasinghe Premadasa	 Sajith Premadasa 
Q16574	Chiang Kai-shek	 Chiang Ching-kuo | Chiang Wei-kuo  
Q38823	Ruhollah Khomeini	 Ahmad Khomeini | Farideh Mostafavi | Zahra Mostafavi Khomeini  
Q455692	Gustavo Rojas Pinilla	 María Eugenia Rojas Correa 
Q5290407	Domingo Tamargo	 Margarita Tamargo-Sanchez 
Q367927	John Davis Lodge	 Lily Lodge 
Q612300	Peter Frelinghuysen Jr.	 Rodney Frelinghuysen 
Q2045582	Lansdale Ghiselin Sasscer	 Lansdale Ghiselin Sasscer Jr. 
Q444885	Lewis Williams Douglas	 Sharman Douglas 
Q301736	Perkins Bass	 Charles Bass 
Q7790288	Thomas H. Hubbard	 Bela Hubbard 
Q1122021	Compton I. White	 Compton I. White Jr. 
Q296661	Cyrus Vance	 Cyrus Vance Jr. 
Q7288499	Ram Kishore Shukla	 Santosh Kumar Shukla 
Q219256	Andreas Papandreou	 George Papandreou 
Q311207	Georgios Papandreou	 Andreas Papandreou | Georgios G. Papandreou  
Q733312	Rashid bin Saeed Al Maktoum	 Ahmed bin Rashid Al Maktoum | Hamdan bin Rashid Al Maktoum | Maktoum bin Rashid Al Maktoum | Mohammed bin Rashid Al Maktoum  
Q128574	Joe Clark	 Catherine Clark 
Q128563	Brian Mulroney	 Ben Mulroney 
Q301804	Shigeru Yoshida	 Ken'ichi Yoshida (literary scholar) 
Q315551	Zenkō Suzuki	 Shun'ichi Suzuki (politician) 
Q7024989	Nicholas Attygalle	 Fellowship of the Royal College of Surgeons 
Q7815132	Tom Burke (Australian politician)	 Anne Field | Brian Burke | Francis John (Frank) Burke | Genevieve Strachan | Terry Burke  
Q6244347	John Leckie (Australian politician)	 Roland Leckie 
Q6135061	James Guy (Australian politician)	 Allan Guy 
Q3157019	Jabez Bunting Snowball	 William Bunting Snowball 
Q1607273	Henry Gullett	 Jo Gullett 
Q6211106	Joe Mangel	 Toby Mangel 
Q6266145	Johnno Dean	 Craig Dean | Jake Dean | List of Hollyoaks characters (2005)  
Q5605965	Greg Marshall (Home and Away)	 Sam Marshall 
Q16205781	Teresa Bryant	 Darryl Morton | List of Coronation Street characters (2007)  
Q7493058	Sheila Grant	 Barry Grant | Damon Grant  
Q7608392	Stephanie Scully	 List of Neighbours characters (2006) | List of Neighbours characters (2010)  
Q5271411	Diane Butcher	 List of EastEnders characters (1994) 
Q3541842	Tucker McCall	 Devon Hamilton 
Q7634231	Sue Osman	 List of EastEnders characters (1985) | List of EastEnders characters (1988)  
Q7171844	Pete Beale	 David Wicks | Ian Beale  
Q4794875	Arno Brandner	 Florian Brandner | Jan Brandner  
Q2104757	Katherine Chancellor	 The Young and the Restless characters (1970s) | Tucker McCall  
Q5229465	Paul Williams (The Young and the Restless)	 The Young and the Restless characters (2011) 
Q3036235	Neil Winters	 List of The Young and the Restless characters (2010s) 
Q3308018	Michael Baldwin	 The Young and the Restless characters (2000s) 
Q2191850	John Abbott (The Young and the Restless)	 Billy Abbott | Jack Abbott (The Young and the Restless)  
Q3381869	Phyllis Summers	 Daniel Romalotti 
Q6100764	Ray Dixon	 List of EastEnders characters (2008) 
Q7334193	Riley Costello	 List of Hollyoaks characters (2011) 
Q7821354	Toni Warner	 List of Shortland Street characters (2002) 
Q7839334	Trevor Morgan (EastEnders)	 List of EastEnders characters (2001) 
Q5108230	Chris Tate	 List of Emmerdale characters (1995) | List of Emmerdale characters (2004)  
Q5899591	Hope Wilson	 Adam Newman 
Q6529613	Les Hunter (Hollyoaks)	 Lee Hunter | List of Hollyoaks characters (2001)  
Q7562583	Sonya Mitchell	 Callum Jones 
Q6077949	Isabella Braña	 The Young and the Restless characters (2011) 
Q4912730	Billy Hopwood	 Andy Sugden | Daz Eden  
Q6145671	James Willmott-Brown	 List of EastEnders characters (1987) 
Q7027264	Nick Harrison	 List of Shortland Street characters (2000) 
Q5108420	Chris Warner	 List of Shortland Street characters (1993) | List of Shortland Street characters (2002) | Phoenix Raynor  
Q8062464	Yvonne Jeffries	 List of Shortland Street characters (2006) 
Q5989336	Madge Bishop	 Henry Ramsay (Neighbours) 
Q4749461	Amy Wyatt	 List of Emmerdale characters (2011) 
Q4820663	August Busch III	 August Busch IV 
Q3314035	Mildred Gale	 Augustine Washington 
Q5638904	Haho of Maui	 Palena of Maui 
Q7273558	R. D. Blumenfeld	 John Elliot (railway manager) 
Q16148379	Delvene Delaney	 East of Everything 
Q6257075	John Scott (died 1533)	 John Scott of Scott's Hall 
Q22003048	Hameed Akhtar	 Saba Hameed 
Q328424	John Paul Getty Jr.	 John Paul Getty III | Mark Getty  
Q374546	Sin-Muballit	 Hammurabi 
Q7188621	Phyllis Ross	 John Turner 
Q7426117	Sathaar	 Krish J. Sathaar 
Q7659507	Sybil Christopher	 Kate Burton (actress) 
Q16010509	Ashok Kumar Sarkar	 Aveek Sarkar 
Q6380042	Kawleikgyin Ne Win	 Hayma Ne Win | Yaza Ne Win  
Q6790634	Matthew Halton	 David Halton | Kathleen Tynan  
Q292808	Sunny von Bülow	 Cosima von Bülow Pavoncelli 
Q7412781	Samuel Thornton (MP)	 John Leslie-Melville 9th Earl of Leven 
Q7328186	Richard Oppel	 Richard A. Oppel Jr. 
Q6726317	Madame Montour	 Andrew Montour 
Q7790438	Thomas Harper Goodspeed	 Ellen Spencer (Goodspeed) Ainsworth | Stephen Spencer Goodspeed  
Q1391193	Ghassan Tueni	 Gebran Tueni 
Q6373530	Karthik (actor)	 Gautham Karthik 
Q3860855	Monica Ward	 Alessandro Ward 
Q5179933	Coxcoxtli	 Atotoztli I | Monarch  
Q6396693	Kevin Kiley (sportscaster)	 Alex Riley 
Q7810726	Tlatolqaca	 Prince | Tecatlapohuatzin | Tetlepanquetzatzin  
Q2463673	Bob Papenbrook	 Bryce Papenbrook 
Q7021896	Ngalama	 Ngombala | Yeta II Nalute  
Q7681156	Tamera Alexander	 Nashville Tennessee 
Q726049	Bill France Sr.	 Bill France Jr. | Jim France  
Q5344947	Edward R. Ladew	 Elise Wall Ladew | Harvey S. Ladew  
Q6308455	Julie Peasgood	 Kate McEnery 
Q5702518	Helen J. Farabee	 David Farabee 
Q5361464	Elisabeth Furse	 Anthony Haden-Guest | John Furse (director)  
Q7172662	Peter Ballantine	 John Ballantine House 
Q1351697	Eric Thompson	 Emma Thompson | Sophie Thompson  
Q544609	Angus Ogilvy	 James Ogilvy 
Q298908	Patrick McGoohan	 Catherine McGoohan 
Q6219484	John Arthur Edward Herbert	 Ivor Herbert 1st Baron Treowen 
Q265621	María Mercader	 Christian De Sica 
Q7022512	Ngombala	 Notulu | Prince Mbanga  
Q6260470	John Theodore Merz	 Charles Hesterman Merz 
Q630794	Richard of Salerno	 Roger of Salerno 
Q5077447	Charles Evans (businessman)	 Charles Evans Jr. 
Q16200055	Mithu Chakrabarty	 Arjun Chakrabarty | Gaurav Chakrabarty  
Q6469941	Lady Annabel Goldsmith	 Ben Goldsmith | India Jane Birley | Jemima Khan | Robin Birley (businessman) | Zac Goldsmith  
Q460062	Shirley Douglas	 Kiefer Sutherland 
Q442378	Hetephernebti	 Inetkaes 
Q3259971	Mehmet Ali Birand	 Umur Birand 
Q6468421	Lachlan Bronneach Maclean	 Lachlan Og Maclean 
Q13131857	Thomas Evan Nicholas (Niclas y Glais)	 Thomas Islwyn Nicholas 
Q7795870	Thomson Francis Mason	 Arthur Pendleton Mason 
Q1701936	John Thomson Mason (1787–1850)	 Armistead Thomson Mason | Stevens T. Mason  
Q8077673	Çetin Emeç	 Mehveş Emeç 
Q3480065	Edda Björgvinsdóttir	 Björgvin Franz Gíslason 
Q5266529	Devaraj	 Prajwal Devaraj 
Q2112630	Josiah Franklin	 Benjamin Franklin | James Franklin (printer) | Josiah Franklin Jr.  
Q5395312	Erol Sabancı	 Suzan Sabancı Dinçer 
Q7352252	Robin Bextor	 Sophie Ellis-Bextor 
Q5222515	Darell Garretson	 Ron Garretson 
Q5132161	Cleveland Hoadley Dodge	 Bayard Dodge 
Q5082545	Charles Smith (developer)	 Arlene Kogod | Robert Smith (philanthropist)  
Q4722216	Alfred Allee	 Alfred Young Allee 
Q7860073	Tyler MacDuff	 Dana MacDuff 
Q6505648	Layne Tom Jr.	 Kiana Tom 
Q5546389	George Willis Pack	 Charles Lathrop Pack 
Q1676990	Jack C. Taylor	 Andrew C. Taylor 
Q6742194	Malcolm Borg	 Stephen A. Borg 
Q5609718	Grits Gresham	 Tom Gresham 
Q5534838	Geoffrey Pole	 Arthur Pole (1531–1570) 
Q7965518	Walter M. Jeffords Sr.	 Walter M. Jeffords Jr. 
Q1782681	Constantine Diogenes	 Romanos IV Diogenes 
Q3610506	Antonio Frasconi	 Miguel Frasconi 
Q7297675	Ray Jewers	 Jack Jewers 
Q6554982	Linus A. Sims	 Joseph A. Sims 
Q7308209	Reggie Candappa	 Neela Marikkar 
Q4078370	Alexander Gregory Barmine	 Margot Roosevelt 
Q8009338	William Frank Buckley Sr.	 James L. Buckley | Priscilla Buckley | William F. Buckley Jr.  
Q16018603	George M. Sullivan	 Dan Sullivan (mayor) 
Q658614	Carmine Coppola	 August Coppola | Francis Ford Coppola | Talia Shire  
Q723358	Daniel Wildenstein	 Alec N. Wildenstein | Guy Wildenstein  
Q76424	Louis Schmeisser	 Hans Schmeisser | Hugo Schmeisser  
Q4802035	Arul Pragasam	 Kali Arulpragasam | M.I.A. (artist)  
Q7156835	Payne Whitney	 Joan Whitney Payson | John Hay Whitney  
Q4882863	Belinda Carroll	 Tam Williams 
Q6315645	Jussi Lampi	 Mandi Lampi 
Q7341963	Robert Beale (entrepreneur)	 Theodore Beale 
Q5289526	Dolores Guinness	 Loel Guinness | Maria Alexandra | Victoria Niarchos  
Q658474	Reptynub	 Princess Khamerernebty 
Q89199	Wolfgang Suschitzky	 Peter Suschitzky 
Q7411202	Samuel Curtis Johnson Sr.	 Herbert Fisk Johnson Sr. 
Q4953077	Božidar Vuković	 Vićentije Vuković 
Q6265224	John Young (seigneur)	 Thomas Ainslie Young 
Q6969610	Nathaniel Fillmore	 Millard Fillmore 
Q5545924	George Washington Baines	 Joseph Wilson Baines 
Q240607	Bill France Jr.	 Brian France 
Q5592683	Graham Boynton	 Lucy Boynton 
Q215446	Albert Friedlander	 Noam 
Q851815	Beverly Michaels	 Christopher Rouse (editor) 
Q4992100	Paul Crouch	 Matthew Crouch | Paul Crouch Jr.  
Q702565	Kim Sung-ae	 Kim Pyong-il 
Q449070	Googie Withers	 Joanna McCallum 
Q450423	Rita Marley	 Cedella Marley | Sharon Marley | Stephen Marley (musician) | Ziggy Marley  
Q3847521	Anna Maria Villani Scicolone	 Alessandra Mussolini 
Q2638971	Elyssa Davalos	 Alexa Davalos 
Q6259119	John Stevenson Salt	 William Salt 
Q6284832	Joseph Lau	 Lau Ming-wai 
Q4718237	Alexander Arbuthnot (bishop)	 Alexander John Arbuthnot | Charles George Arbuthnot  
Q7693644	Ted Ray (comedian)	 Andrew Ray | Robin Ray  
Q8020831	William de Valognes	 Christina de Valognes | Henry de Baliol  
Q7529679	Sir William Maule	 Henry Maule 
Q17987278	Ayşe Hatun	 Selim I | Suleiman the Magnificent  
Q725940	Sumner Redstone	 Brent Redstone | Shari Redstone  
Q4696641	Aida McAnn Flemming	 Hugh John Flemming 
Q7461750	Shahidullah Kaiser	 Shomi Kaiser 
Q908757	Nejat Eczacıbaşı	 Bülent Eczacıbaşı 
Q5443965	Ferdousi Mazumder	 Tropa Mazumder 
Q3635516	Mohan Babu	 Lakshmi Manchu | Manoj Manchu | Vishnu Manchu  
Q7337	Edith Frank	 Anne Frank | Margot Frank  
Q6197366	Jim Paredes	 Ala Paredes 
Q6222055	John Black (privateer)	 Mary Ann Black 
Q7404563	Salim Khan	 Arbaaz Khan (Indian actor) | Arpita Khan | Salman Khan | Sohail Khan  
Q5539032	George Estregan	 E. R. Ejercito | Gary Estrada | Gherome Ejercito  
Q5082417	Charles Scribner III	 Charles Scribner IV 
Q4352670	George Whitman	 Sylvia Beach Whitman 
Q5512370	G. Narasimhan	 N. Murali | N. Ram | N. Ravi  
Q5497389	Frederick Blantford Bate	 Bridget Bate Tichenor 
Q1069911	Cheng Yu-tung	 Henry Cheng 
Q598904	Tharrhypas	 Monarch 
Q2371963	Swaminathan Aiyar	 Pallavi Aiyar 
Q6795277	Max Stern (businessman)	 Leonard N. Stern 
Q6835551	Michael de Mesa	 Geoff Eigenmann | Ryan Eigenmann  
Q6779477	Mary Elsie Moore	 Alessandro Torlonia 5th Prince of Civitella-Cesi | Marina Torlonia di Civitella-Cesi  
Q6239712	John Holter	 Charles Case "Casey" Holter 
Q5571388	Gloria Guinness	 Dolores Guinness | Freiherr  
Q9016414	Julia Thorne	 Alexandra Kerry | Vanessa Kerry  
Q269513	Cheng Pei-pei	 Eugenia Yuan 
Q7130785	Panduvasdeva of Upatissa Nuwara	 Abhaya of Upatissa Nuwara | Tissa of Upatissa Nuwara | Ummadha Citta  
Q6734027	Mahinda V of Anuradhapura	 Vikramabahu of Ruhuna 
Q314442	Alexios I of Trebizond	 John I of Trebizond | Komnenos | Manuel I of Trebizond  
Q3522578	Sena Sammatha Wickramabahu of Kandy	 Jayaweera Astana of Kandy 
Q6536894	Lewis Moran	 Jason Moran | Mark Moran (criminal)  
Q6381659	John Rigas	 Michael J. Rigas | Timothy J. Rigas  
Q560955	Ronnie Biggs	 Michael Biggs 
Q5080065	Charles Langbridge Morgan (engineer)	 Charles Langbridge Morgan 
Q1804844	Lang Hancock	 Gina Rinehart 
Q3159290	Jacques Le Ber	 Jeanne Le Ber 
Q6777778	Martín De León	 Fernando De León | Silvestre De León  
Q5241089	David Wiley Mullins	 David W. Mullins Jr. 
Q5343496	Edward Hoos	 Robert John Hoos 
Q4772825	Anthony James Keck	 George Anthony Legh Keck 
Q6846538	Mike Del Grande	 John Del Grande 
Q629726	Just Knud Qvigstad	 Just Knut Qvigstad 
Q716013	Wong Tin-lam	 Wong Jing 
Q3179562	Joan Brady (American-British writer)	 Alexander Masters 
Q7490180	Sharon Pollock	 Liberal Party of Canada candidates 2008 Canadian federal election 
Q3735170	Evan Jones (writer)	 Sadie Jones 
Q5055868	Cecelia Ager	 Laurel Bentley | Shana Alexander  
Q5932306	Purushottama Lal	 Ananda Lal 
Q5273350	Dick Scott (historian)	 Rosie Scott 
Q12267314	Serafin Baroja	 Carmen Baroja | Pío Baroja | Ricardo Baroja  
Q1368134	Steve Perry (author)	 S. D. Perry 
Q6962229	Nan Nyunt Swe	 Zarganar 
Q4697461	Aino Malmberg	 Erik Malmberg (soldier) | Lauri Malmberg  
Q360832	Nicanor Parra	 Colombina Parra 
Q23450	Kit Fine	 Cordelia Fine 
Q7959542	Waggoner Carr	 Dental degree 
Q1607435	Henry Winneke	 John Winneke 
Q315720	Tsutomu Hata	 Yuichiro Hata 
Q197164	Zhang Bojun	 Zhang Yihe 
Q7071043	Nydia Quintero Turbay	 Claudia Turbay Quintero | Diana Turbay | Julio César Turbay Quintero  
Q8076707	Álvaro Lloreda Caicedo	 Rodrigo Hernan Lloreda Caicedo 
Q7815444	Tom Craddick	 Christi Craddick 
Q4664353	Abbott Barnes Rice	 Willard Rice 
Q882489	Luzon B. Morris	 Robert Tuttle Morris 
Q6273622	Jonathan L. Austin	 James T. Austin 
Q5080485	Charles M. Poston	 Bryan A. Poston 
Q5044844	Carolina Isakson Proctor	 Carolina Barco | Virgilio Barco Isakson  
Q4806019	Ashton B. Collier	 Doctor of Medicine 
Q7693391	Ted Klaudt	 Foster care 
Q5596382	Grant Notley	 Bob the Angry Flower | Rachel Notley  
Q6328534	Marisabel Rodríguez de Chávez	 Alfonzo Ramírez Rodríguez | Rosinés Chávez Rodríguez  
Q6228557	John Dapcevich	 Marko Dapcevich 
Q5484165	Francisco de Paula Urrutia Ordóñez	 Francisco José Urrutia Olano 
Q6258712	John Sprunt Hill	 Frances Faison Hill Fox | George Watts Hill | Laura Valinda Hill DuBose  
Q560641	Ji Pengfei	 Ji Shengde 
Q7945990	W. Scott Wilkinson	 Susybelle Lyons 
Q5462451	Floyd J. McCree	 Melvin P. McCree 
Q381661	Liam Cosgrave	 Liam T. Cosgrave 
Q6825651	Mevhibe İnönü	 Erdal İnönü 
Q5871912	Hitendra Thakur	 Kshitij Thakur 
Q5099299	Chimanbhai Patel	 Gujarat Pradesh Congress Committee 
Q238001	Martha Jefferson	 Martha Jefferson Randolph | Mary Jefferson Eppes  
Q332890	Angus Maude	 Francis Maude 
Q5092244	Harekrushna Mahatab	 Bhartruhari Mahtab 
Q7273485	R. Balakrishna Pillai	 K. B. Ganesh Kumar 
Q5301484	Douglas Fowler	 Jerry Fowler 
Q6143234	James Sinclair (politician)	 Margaret Trudeau 
Q7285515	Raja Pratap Singh	 Rao BasantPal | Rao Hathi Shah | Rao Jatu ji | Rao Ran ju  
Q6874854	Mirza Ghulam Murtaza	 Jannah | Mirza Ghulam Ahmad | Mirza Ghulam Qadir | Murad Begum  
Q6293541	José Name Terán	 José David Name 
Q2729105	Yolanda Pulecio	 Íngrid Betancourt 
Q17100891	List of Mama's Family characters	 List of Mama's Family characters | Mama's Family | The Carol Burnett Show  
Q18217229	Sepulchrave	 Fuchsia Groan | Gormenghast (series)  
Q588980	Jack Carter (Eureka)	 Allison Blake | Zoe Carter  
Q7606508	Stefanos Doukas	 Nadia Douka 
Q5409748	Eunice Harper Higgins	 List of Mama's Family characters 
Q2248590	Michael Knight (Knight Rider)	 Knight Rider (2008 film) 
Q265434	Carmine Lupertazzi	 List of The Sopranos characters 
Q1151497	Frano Botica	 Ben Botica 
Q135547	Laurent-Désiré Kabila	 Joseph Kabila 
Q4725944	Alice Koroma	 Ernest Bai Koroma 
Q7610140	Stephen Oliver (bishop)	 Simon Oliver (priest) 
Q7298103	Ray Sherry	 Nick Sherry 
Q5345396	Edward St John	 Madeleine St John 
Q6567909	List of Coronation Street characters (1987)	 Martin Platt 
Q6567885	List of Coronation Street characters (1971)	 List of Coronation Street characters (1978) 
Q6591677	List of Neighbours characters (1985)	 Danny Ramsay | Des Clarke (Neighbours) | Shane Ramsay  
Q6596897	List of Shortland Street characters (1994)	 Lionel Skeggins | List of Shortland Street characters  
Q6596901	List of Shortland Street characters (1998)	 List of Shortland Street characters | List of Shortland Street characters (1999)  
Q6569946	List of Emmerdale characters (2011)	 List of Emmerdale characters (2012) 
Q7427280	Saul Bennett	 Joey Rainbow | List of Home and Away characters (1995)  
Q6567939	List of Coronation Street characters (2011)	 List of Coronation Street characters (2012) | Roy Cropper  
Q6593015	List of Only Fools and Horses characters	 Del Boy | Rodney Trotter  
Q6591683	List of Neighbours characters (2005)	 Dylan Timmins | Max Hoyland | Stingray Timmins | Zeke Kinski  
Q6569930	List of Emmerdale characters (1994)	 Dave Glover | Roy Glover | Scott Windsor  
Q16728020	Pamela Chopra	 Aditya Chopra | Uday Chopra  
Q6122272	Jagdeep	 Javed Jaffrey 
Q2682334	Handan Sultan	 List of sultans of the Ottoman Empire 
Q3242826	Abdulhadi al-Khawaja	 Maryam al-Khawaja | Zainab al-Khawaja  
Q1403868	Derrick Norman Lehmer	 Derrick Henry Lehmer 
Q5809	Che Guevara	 Aleida Guevara 
Q7831725	Tracy Drake	 Betsy Drake 
Q4766900	Anna Carteret	 Hattie Morahan 
Q22686	Donald Trump	 Donald Trump Jr. | Eric Trump | Ivanka Trump | Tiffany Trump  
Q232876	Diana Rigg	 Rachael Stirling 
Q358427	Peter Davison	 Georgia Moffett 
Q191027	Patricia Neal	 Ophelia Dahl | Tessa Dahl  
Q233905	Linda McMahon	 Shane McMahon | Stephanie McMahon  
Q1661398	John Brown (Rhode Island)	 Abigail Brown Francis | Alice Brown Mason | James Brown III | Sarah Brown Herreshoff  
Q7343651	Robert Drury (died 1577)	 Drue Drury (courtier) | William Drury  
Q2443913	Édouard Alphonse James de Rothschild	 Bethsabée de Rothschild | Guy de Rothschild | Jacqueline Piatigorsky  
Q2898761	Bernard de Marigny	 Antoine James de Marigny 
Q317988	Abdyl Frashëri	 Feridun Frasheri | Halid Frasheri | Midhat Frashëri  
Q6290553	Josiah Litch	 Wilbur Fisk Litch 
Q6733723	Mahendra Bhandari	 Dr. Akshay Bhandari 
Q4667624	Abiel Abbot Low	 Abbot Augustus Low | Seth Low  
Q16022939	James S. Rice	 Harvey Rice 
Q2916122	James Buchanan Duke	 Doris Duke 
Q16031191	Washington Duke	 Benjamin Newton Duke | James Buchanan Duke  
Q7789742	Thomas Fortune Ryan	 John Barry Ryan 
Q1937978	William Wrigley Jr.	 Philip K. Wrigley 
Q8020649	William Yancey Brown	 Julia E. Brown Emma K. Brown 
Q2467415	Irina Baronova	 Victoria Tennant 
Q4854798	Bandō Kakitsu I	 Ichimura Uzaemon XV 
Q278980	Akkineni Nageswara Rao	 Akkineni Nagarjuna 
Q205314	Janet Leigh	 Jamie Lee Curtis | Kelly Curtis  
Q903124	Éleuthère Irénée du Pont	 Alexis Irénée du Pont | Alfred V. du Pont | Eleuthera du Pont | Evelina Gabrielle du Pont | Henry du Pont | Lucille du Pont | Sophie Madeleine du Pont | Victorine Elizabeth du Pont  
Q614454	Efrem Zimbalist	 Efrem Zimbalist Jr. 
Q259543	Siri Hustvedt	 Sophie Auster 
Q214501	Adolphus Busch	 Adolphus Busch II | August Anheuser Busch Sr.  
Q2444286	Herman Frederik Carel ten Kate (artist)	 Herman Frederik Carel ten Kate (anthropologist) 
Q8010517	William Henry Moore (judge)	 Paul Moore Sr. 
Q830183	Eve	 Cain and Abel | Seth  
Q88012	Margarete Hilferding	 Hilferding | Peter Millford  
Q630728	Geoffrey Keen	 Jemma Hyde 
Q6376844	Kathleen Merrell White	 Arlene White Lawrence | Robert Barney Dallenbach  
Q467140	Lin Huiyin	 Liang Congjie 
Q2149142	Richard Bruno Heydrich	 Heinz Heydrich | Reinhard Heydrich  
Q469269	Matthew Boulton	 Matthew Robinson Boulton 
Q505146	Joseph Brant	 John Brant (Mohawk leader) 
Q51488	John Cassavetes	 Alexandra Cassavetes | Nick Cassavetes | Zoe Cassavetes  
Q317817	Lloyd Bridges	 Beau Bridges | Jeff Bridges  
Q142546	Tippi Hedren	 Melanie Griffith 
Q363984	John D. Rockefeller Jr.	 Abby Rockefeller Mauzé | David Rockefeller | John D. Rockefeller III | Laurance Rockefeller | Nelson Rockefeller | Winthrop Rockefeller  
Q6261081	John Townsend (Norwich)	 Captain Thomas Townsend | John Townsend (Oyster Bay)  
Q5222952	Darius Ogden Mills	 Ogden Mills 
Q55392	Louis Malle	 Candice Bergen 
Q157176	Władysław Szpilman	 Andrzej Szpilman 
Q6382384	Skip Caray	 Chip Caray | Josh Caray  
Q434669	Phyllis Schlafly	 Andrew Schlafly 
Q106303	Daniel Auteuil	 Aurore Auteuil 
Q465051	Lakshmi Sahgal	 Subhashini Ali 
Q271910	Gertrude Vanderbilt Whitney	 Cornelius Vanderbilt Whitney | Flora Payne Whitney  
Q1887014	Malcolm Forbes	 Christopher Forbes | Steve Forbes  
Q32505	Henry Irving	 Harry Brodribb Irving | Laurence Sydney Brodribb Irving  
Q3082670	Frank Jay Gould	 Dorothy Gould Burns 
Q7654049	Swatilekha Sengupta	 Sohini Sengupta 
Q233837	Britt Ekland	 Victoria Sellers 
Q7558702	Solomon Lew	 Jacqueline Lew | Peter Lew | Steven Lew  
Q6779999	Mary Kaye Huntsman	 Abby Huntsman 
Q5537767	George Cawkwell	 Simon Cawkwell 
Q962647	Dan Blocker	 David Blocker | Dirk Blocker  
Q767677	Charles Alexander Stevenson	 D. Alan Stevenson 
Q325068	Thomas Stevenson	 Robert Louis Stevenson 
Q712968	Edward Woodward	 Peter Woodward | Sarah Woodward | Tim Woodward  
Q945591	Pinto Colvig	 Bourke L. Colvig | Byington Ford Colvig | Courtney X. Colvig | Vance Colvig | William Mason Colvig  
Q2471880	William Russell (actor)	 Alfred Enoch 
Q328522	Geoffrey Palmer (actor)	 Charles Palmer (director) 
Q328891	Minnie Marx	 Chico Marx | Groucho Marx | Gummo Marx | Harpo Marx | Zeppo Marx  
Q6654038	Liudvikas Jakavičius	 Liudas Jakavicius-Grimalauskas 
Q4751427	Anant Jog	 Kshitee Jog 
Q113328	Walter Slezak	 Erika Slezak | Leo Slezak  
Q3518311	Terence Donovan (photographer)	 Daisy Donovan | Dan Donovan (keyboardist)  
Q447892	Paul Sorvino	 Mira Sorvino 
Q1805194	Thomas Rolfe	 Jane Rolfe 
Q1287406	James Daly (actor)	 Tim Daly | Tyne Daly  
Q274353	Ludwika Karolina Radziwiłł	 Countess Palatine Elisabeth Auguste Sofie of Neuburg 
Q5338605	Edith Luckett Davis	 Nancy Reagan 
Q7459176	Seymour H. Knox I	 Seymour H. Knox II 
Q15463024	George Sibley Johns	 Orrick Glenday Johns 
Q535185	Edward Goldsmith	 Clio Goldsmith 
