Q948032	Hugh VIII of Lusignan	 Guy of Lusignan 
Q44430	Vince McMahon	 Shane McMahon | Stephanie McMahon  
Q6281941	Joseph Cabell Breckinridge Sr.	 Henry Skillman Breckinridge | Joseph Breckinridge  
Q1065210	Charles Louis Fleischmann	 Julius Fleischmann 
Q6390975	Kenny Bernstein	 Brandon Bernstein 
Q1443054	Franklin Clarence Mars	 Forrest Mars Sr. 
Q461980	Madalyn Murray O'Hair	 Jon Garth Murray | William J. Murray  
Q1390838	Isaac Pitman	 James Pitman 
Q130088	Gene Shalit	 Willa Shalit 
Q991554	Bruce Brown	 Dana Brown 
Q5298463	Dorothy Howell Rodham	 Hillary Rodham Clinton | Hugh Rodham | Tony Rodham  
Q238091	Nurbanu Sultan	 List of sultans of the Ottoman Empire 
Q315051	James Brolin	 Josh Brolin 
Q8017363	William Randolph Hearst Jr.	 John Augustin Hearst | William Randolph Hearst III  
Q935291	Peter Cooper	 Edward Cooper (mayor) 
Q6204526	Joachim Cronman	 Johan Cronman 
Q1286201	Edmund Dwyer Gray (Irish politician)	 Edmund Dwyer-Gray 
Q32337	Lita Grey	 Charles Chaplin Jr. | Sydney Chaplin (actor)  
Q602872	Lloyd Bochner	 Hart Bochner 
Q1395425	Sivaji Ganesan	 Prabhu (actor) 
Q5571314	Gloria Allred	 Lisa Bloom 
Q6654009	Liudas Jakavicius-Grimalauskas	 Carla Rigg | Marcia Bell  
Q302015	Sigmundur Brestisson	 Brandur Sigmundsson | Sigmundur Brestisson | Steingrímur Sigmundsson | Tórálvur Sigmundsson | Tóra Sigmnundsdóttir  
Q5371654	Emilia Wojtyła	 Edmund Wojtyła | Olga Wojtyła | Pope John Paul II  
Q4279918	Yuri Mamin	 Katerina Ksenyeva 
Q270376	Tjuyu	 Anen | Ay | Tiye  
Q5233255	David Eccles (businessman)	 George S. Eccles | Marriner Stoddard Eccles  
Q235196	Betty Garrett	 Andrew Parks 
Q8018842	William Stewart of Baldorran	 Walter Stewart 3rd Laird of Baldorran 
Q335353	Guru Ram Das	 Guru Arjan Dev 
Q5724005	Henry John Wallack	 Fanny Wallack | Julia Wallack  
Q6263756	John Whipple (settler)	 Joseph Whipple 
Q3177152	Tzeni Karezi	 Konstantinos Kazakos 
Q5403182	Ethel Owen	 Pamela Britton 
Q3396173	Vasilije Trbić	 Milivoje Trbić 
Q432694	Patricia Kennedy Lawford	 Christopher Lawford 
Q9342386	Stanisław Krzyżanowski	 Irena Sendler 
Q1238891	Don Arden	 Sharon Osbourne 
Q6668629	Loke Cheng Kim	 Loke Wan Tho 
Q1686932	John Frederick Herring Sr.	 John Frederick Herring Jr. 
Q1392402	Jerzy Radziwiłł	 Barbara Radziwiłł | Mikołaj the Red Radziwiłł  
Q3440276	Roland Toutain	 Jacques Maire 
Q238960	Sacagawea	 Jean Baptiste Charbonneau | Lizette Charbonneau  
Q3499101	Pankaj Kapur	 Shahid Kapoor 
Q158558	Dimple Kapadia	 Rinke Khanna | Twinkle Khanna  
Q451128	Mærsk Mc-Kinney Møller	 Ane Mærsk Mc-Kinney Uggla 
Q941494	Janusz Radziwiłł (1579–1620)	 Bogusław Radziwiłł | Elżbieta Eleonora Radziwiłł | Elisabeth Sofie von Brandenburg | Jan Jerzy Radziwiłł | Zofia Agnieszka Radziwiłł  
Q1387731	Khoo Teck Puat	 Eric Khoo 
Q470252	Arlene Francis	 Peter Gabel 
Q872246	Anna Dostoyevskaya	 Lyubov Dostoyevskaya 
Q7172565	Peter Arrell Brown Widener	 George Dunton Widener | Joseph E. Widener  
Q5541125	Muhammad Abdullah Ghazi	 Abdul Aziz Ghazi | Abdul Rashid Ghazi  
Q6668006	Lohithaswa	 Sharath Lohitashwa 
Q4821465	Augustus Jones	 John Jones (Ojibwa chief) | Peter Jones (missionary)  
Q3507329	Szidi Tobias	 Stepfamily 
Q1750692	Les Crane	 Caprice Crane 
Q5297978	Doris Ryer Nixon	 Lewis Nixon (United States Army officer) 
Q7792840	Thomas O. Jones	 Laura E. Fallon | Mckenzie G. Jones | Michael T. Jones | Penelope R. Jones  
Q2336911	Thursday October Christian I	 Thursday October Christian II 
Q7931146	Vilma Pázmándy	 Elemér Lónyay 
Q3157337	Jack Watling	 Deborah Watling | Dilys Watling | Giles Watling  
Q3520690	R. Sarathkumar	 Varalaxmi Sarathkumar 
Q6028507	James O'Neill (actor)	 Eugene O'Neill 
Q3439756	John Grey of Groby	 Richard Grey | Thomas Grey 1st Marquess of Dorset  
Q1132756	Sakai Tadatsugu	 Sakai Ietsugu 
Q7965007	Walter Gretzky	 Brent Gretzky | Keith Gretzky | Wayne Gretzky  
Q115738	Suzanne Curchod	 Germaine de Staël 
Q5542768	George N. Stearns	 Avis Stearns Van Wagenen | Edward C. Stearns  
Q1770472	Julie Nixon Eisenhower	 Jennie Eisenhower 
Q5337169	Edgar Chandler (minister)	 Hugh Chandler 
Q5318163	Dwight Gustafson	 David Gustafson 
Q717406	Besarion Jughashvili	 Joseph Stalin 
Q328254	Yevgeny Samoylov	 Tatiana Samoilova 
Q4977148	Bruce Bialosky	 Samuel and Hannah 
Q442965	Angélica María	 Angélica Vale 
Q720090	Malachi Throne	 Zachary Throne 
Q3142236	Hugh D. Auchincloss	 Gore Vidal | Jacqueline Kennedy Onassis | Lee Radziwill  
Q1609586	Moon Moon Sen	 Raima Sen | Riya Sen  
Q2839061	Alma Bridwell White	 Arthur Kent White | Ray Bridwell White  
Q3002790	Crisp Gascoyne	 Bamber Gascoyne (the elder) 
Q5368069	Elvin Eksioglu	 Ali Erdem Eksioglu 
Q7517611	Simeon Lord	 George Lord | Mary Ann Black  
Q2237065	Paul Teutul Sr.	 Michael Teutul | Paul Teutul Jr.  
Q6893044	Mohammed Burhanuddin	 Mufaddal Saifuddin 
Q5532688	Generoso Pope	 Generoso Pope Jr. 
Q8006	Akira Kurosawa	 Kazuko Kurosawa 
Q5702437	Helen Hay Whitney	 Joan Whitney Payson | John Hay Whitney  
Q159709	Gilgamesh	 Ur-Nungal 
Q8768	Henry Ford	 Edsel Ford 
Q294927	Jerry Lewis	 Gary Lewis (musician) 
Q191064	Liv Ullmann	 Linn Ullmann 
Q102527	Robert Falcon Scott	 Peter Scott 
Q214473	Steve Biko	 Hlumelo Biko 
Q200902	Shem	 Aram son of Shem | Arpachshad | Ashur | Biblical Elam | Lud son of Shem  
Q40197	Lillian Moller Gilbreth	 Ernestine Gilbreth Carey | Frank Bunker Gilbreth Jr. | John M. Gilbreth  
Q924790	Herbert Putnam	 Brenda Putnam | Shirley Putnam  
Q41871	Paul Newman	 Nell Newman | Scott Newman (actor)  
Q467601	Jon Pertwee	 Sean Pertwee 
Q5534540	Geoffrey Cowan	 Gabriel Cowan 
Q6504227	Lawrence John Cannon	 Lawrence Arthur Dumoulin Cannon | Lucien Cannon  
Q7327356	Richard Levett	 Flintham | Hulse baronets | St Pierre Monmouthshire  
Q364187	Frederick Law Olmsted	 Frederick Law Olmsted Jr. 
Q181282	Enzo Ferrari	 Alfredo Ferrari | Piero Ferrari  
Q103876	Peter O'Toole	 Kate O'Toole (actress) 
Q41142	Jane Fonda	 Troy Garity | Vanessa Vadim  
Q1399160	William Luther Pierce	 William Luther Pierce 
Q344793	George Burns	 Ronnie Burns (actor) 
Q33817	Edmund Hillary	 Peter Hillary 
Q1703883	Jorge Mas Canosa	 Jorge Mas-Santos | Jose Mas  
Q318044	Walter Chrysler	 Walter P. Chrysler Jr. 
Q5273120	Susana Giménez	 Mercedes Sarrabayrouse 
Q377424	Chris Elliott	 Abby Elliott 
Q106775	Richard Harris	 Damian Harris | Jamie Harris (actor) | Jared Harris  
Q324276	Edward Baines (1774–1848)	 Edward Baines (1800–1890) | Matthew Talbot Baines | Thomas Baines (journalist)  
Q254038	Nichelle Nichols	 Kyle Johnson (actor) 
Q262755	Dorothea Jordan	 Amelia Cary Viscountess Falkland | Elizabeth Hay Countess of Erroll | George FitzClarence 1st Earl of Munster | Henry FitzClarence | Lady Augusta Hallyburton | Lady Mary Fox | Lord Adolphus FitzClarence | Lord Augustus FitzClarence | Lord Frederick FitzClarence | Sophia Sidney Baroness De L'Isle and Dudley  
Q315728	John Mills	 Hayley Mills | Juliet Mills  
Q193048	Laurence Fishburne	 Montana Fishburne 
Q232414	Lisa Bonet	 Zoë Kravitz 
Q452281	Lucy Stone	 Alice Stone Blackwell 
Q210148	Peter Fonda	 Bridget Fonda 
Q709595	Jay Gould	 Anna Gould | Edwin Gould I | Frank Jay Gould | George Jay Gould I | Helen Miller Shepard | Howard Gould  
Q54168	J. P. Morgan	 Anne Morgan (philanthropist) | J. P. Morgan Jr.  
Q253384	Loretta Young	 Christopher Lewis | Judy Lewis | Peter Lewis (musician)  
Q4142441	Larisa Golubkina	 Maria Golubkina 
Q1176310	David René de Rothschild	 Alexandre Guy Francesco de Rothschild 
Q4690	Margaret Wycherly	 Anthony Veiller 
Q3680438	Clement Studebaker	 Clement Studebaker Jr. 
Q3524997	Thomas C. Durant	 William West Durant 
Q1056171	Domenico Colombo	 Bartholomew Columbus | Christopher Columbus  
Q5218549	Daniel Read Anthony	 Daniel Read Anthony Jr. 
Q327828	Robert Sterling	 Tisha Sterling 
Q7693281	Ted Hayes	 Joanna Hayes 
Q2055041	Tlacateotl	 Itzquauhtzin | Tezozomoctli (Cuauhtitlan)  
Q1748664	Lucrezia Landriani	 Alessandro Sforza (1465) | Caterina Sforza  
Q11309450	James R. Keene	 Foxhall P. Keene 
Q531718	Efrem Zimbalist Jr.	 Stephanie Zimbalist 
Q2513293	Esther Rantzen	 Rebecca Wilcox 
Q2639521	Jedediah Strutt	 Joseph Strutt (philanthropist) | William Strutt (inventor)  
Q348351	Lee J. Cobb	 Julie Cobb 
Q6761369	Maria Louisa Bustill	 Paul Robeson 
Q380884	Corin Redgrave	 Jemma Redgrave 
Q43264	Manoel de Oliveira	 Manuel Casimiro 
Q5188047	Crosby Stuart Noyes	 Frank Brett Noyes | Theodore W. Noyes  
Q3385991	Pierre Lorillard II	 Pierre Lorillard III 
Q6761976	Marian Shields Robinson	 Craig Robinson (basketball) | Michelle Obama  
Q14475748	Sechele I	 Sebele I 
Q5875972	Hodding Carter	 Hodding Carter III 
Q5343637	Edward J. DeBartolo Sr.	 Denise DeBartolo York | Edward J. DeBartolo Jr.  
Q5237984	David Nevins Sr.	 David Nevins Jr. | Henry Coffin Nevins  
Q4329549	Serge Obolensky	 Ivan Sergeyevich Obolensky | Sylvia Obolensky Guirey  
Q7367856	Rose Massey	 Blanche Massey 
Q1782521	Walther Sommerlath	 Queen Silvia of Sweden 
Q6707644	Lydia Liliuokalani Kawānanakoa	 Abigail Kinoiki Kekaulike Kawānanakoa 
Q435203	Katharine Graham	 Donald E. Graham | Lally Weymouth  
Q63773	Willy Ley	 Sandra Ley 
Q1292518	E. H. Harriman	 E. Roland Harriman | Mary Harriman Rumsey | Robert Livingston Gerry Sr. | W. Averell Harriman  
Q263143	Barbara Bain	 Juliet Landau 
Q188726	Anthony Minghella	 Max Minghella 
Q2900655	Bharathan	 Sidharth Bharathan 
Q680631	James Fitzjames Stephen	 James Kenneth Stephen | Katharine Stephen  
Q15997921	Harmon Caldwell Drew	 R. Harmon Drew Sr. 
Q3529329	Vimaladharmasuriya I of Kandy	 Prince mahastenne | Sama Devi | Suriya Devi  
Q711577	Orontes I	 Orontes II 
Q434538	Mary Brunner	 Charles Manson 
Q459991	Mary Surratt	 John Surratt 
Q19155	Henry Fonda	 Jane Fonda | Peter Fonda  
Q1391598	Moshe Feinstein	 Dovid Feinstein | Faye Shisgal | Pesach Chaim Feinstein | Reuven Feinstein | Shifra Tendler  
Q5677537	Harvey Rexford Hitchcock	 D. Howard Hitchcock | Edward Griffin Hitchcock  
Q213626	Jesse James	 Jesse E. James 
Q1045995	Lady Saigō	 Tokugawa Hidetada 
Q944996	Eugen Filotti	 Andrei Filotti | Ion Filotti  
Q553292	Jacob De la Gardie	 Axel Julius De la Gardie | Magnus Gabriel De la Gardie | Maria Sofia De la Gardie  
Q955405	P. J. Kennedy	 Joseph P. Kennedy Sr. 
Q2379068	Talal Arslan	 Majid Talal Arslan 
Q5213844	Dan La Botz	 Jake La Botz 
Q4171765	Marion Dewar	 Paul Dewar 
Q194161	Aung San	 Aung San Oo | Aung San Suu Kyi  
Q5294126	Donald Cameron Sr.	 Donald Cameron (Alberta politician) 
Q8031963	Wong Ah Fook	 Wong Siew Nam 
Q295267	Richard J. Daley	 John P. Daley | Richard M. Daley | William M. Daley  
Q180081	Cato the Elder	 Cato Salonianus | Marcus Porcius Cato Licinianus  
Q223440	Lucius Junius Brutus	 Tiberius Junius Brutus | Titus Junius Brutus  
Q4942091	Jennifer Carroll	 Nolan Carroll 
Q8008169	William Dyer (settler)	 William Hutchinson (Rhode Island) 
Q33635	Hema Malini	 Ahana Deol | Esha Deol  
Q7323988	Richard Bartholomew	 Pablo Bartholomew 
Q445095	Constance Lloyd	 Cyril Holland | Vyvyan Holland  
Q1065346	Alain Elkann	 Ginevra Elkann | John Elkann | Lapo Elkann  
Q542700	Alejandrina Benítez de Gautier	 José Gautier Benítez 
Q11718175	Jan Kubisz	 Głos Ludu 
Q450802	Vera Brittain	 Shirley Williams 
Q5365869	Ellis Credle	 Richard Fraser Townsend 
Q10986715	Tripuraneni Ramaswamy	 Chouda Rani | Tripuraneni Gopichand  
Q7793727	Thomas S. Hinde	 Charles T. Hinde | Edmund C. Hinde  
Q7689144	Tavleen Singh	 Aatish Taseer 
Q695702	Arnold Lobel	 Adrianne Lobel 
Q35064	Agatha Christie	 Rosalind Hicks 
Q39829	Stephen King	 Joe Hill (writer) | Owen King  
Q36591	Vladimir Nabokov	 Dmitri Nabokov 
Q3595448	Balamani Amma	 Kamala Surayya 
Q469882	Robert G. Ingersoll	 Eva Ingersoll Wakefield | Maud Ingersoll Probasco  
Q505466	Idries Shah	 Safia Shah | Saira Shah | Tahir Shah  
Q3694899	Ahmad Nadeem Qasmi	 Naheed Qasimi 
Q3435002	Anne Arundell	 Charles Calvert 3rd Baron Baltimore 
Q5512301	G. K. Moopanar	 G. K. Vasan 
Q1265214	Todd Palin	 Bristol Palin 
Q552844	Edsel Ford	 Henry Ford II | William Clay Ford Sr.  
Q6416655	Kishori Sinha	 Nikhil Kumar 
Q969896	Ralph Izard	 George Izard | Ralph Izard (naval officer)  
Q1292438	Edward H. Levi	 David F. Levi | John G. Levi  
Q717696	Lim Kit Siang	 Lim Guan Eng 
Q1532078	Tom Luken	 Charlie Luken 
Q2958708	Charles Champagne (MLA for Deux-Montagnes)	 Louis Napoléon Champagne 
Q5080048	Charles Landon Knight	 James L. Knight | John S. Knight  
Q181383	Mahathir Mohamad	 Marina Mahathir | Mokhzani Mahathir | Mukhriz Mahathir  
Q2094491	Tip O'Neill	 Thomas P. O'Neill III 
Q314481	Tokugawa Iemitsu	 Chiyohime | Tokugawa Ietsuna | Tokugawa Tsunashige | Tokugawa Tsunayoshi  
Q205545	Eleftherios Venizelos	 Kyriakos Venizelos | Sofoklis Venizelos  
Q4014953	Vitaliano I Borromeo	 Filippo Borromeo 
Q554175	Feroze Gandhi	 Rajiv Gandhi | Sanjay Gandhi  
Q2152064	Henry A. du Pont	 Henry Francis du Pont | Louisa Evelina du Pont  
Q435793	Robert Todd Lincoln	 Abraham Lincoln II | Jessie Harlan Lincoln | Mary Mamie Lincoln  
Q1237120	Norman Kirk	 John Kirk (New Zealand politician) 
Q215062	Mary Todd Lincoln	 Edward Baker Lincoln | Robert Todd Lincoln | Tad Lincoln | William Wallace Lincoln  
Q884940	Roger Sherman Baldwin	 Simeon Eben Baldwin 
Q117096	Ramon Magsaysay	 Ramon Magsaysay Jr. 
Q106963	Abdoulaye Wade	 Karim Wade 
Q234814	Khaleda Zia	 Arafat Rahman | Tarique Rahman  
Q2636748	Alan K. Simpson	 Colin M. Simpson 
Q16012101	Khin Kyi	 Aung San Oo | Aung San Suu Kyi  
Q352953	Tom Hayden	 Troy Garity 
Q310847	John Jay	 Peter A. Jay | William Jay (jurist)  
Q1680212	James Cox Aikins	 James Albert Manning Aikins 
Q16019044	Neva Egan	 Dennis Egan 
Q6225775	John Charles Molteno	 Elizabeth Maria Molteno | Frank Molteno | James Tennant Molteno | John Charles Molteno Jr. | Maria Molteno | Percy Molteno | The Molteno Brothers | Vincent Barkly Molteno | William Molteno  
Q6706526	Luz Magsaysay	 Ramon Magsaysay Jr. 
Q7153788	Paul Steenstrup Koht	 Halvdan Koht 
Q5082901	Charles Theodore Russell	 William Russell (governor) 
Q7806457	Timeline of the presidency of John F. Kennedy	 Caroline Kennedy | Jacqueline Kennedy Onassis | John F. Kennedy Jr. | Patrick Bouvier Kennedy  
Q981398	Wahid Hasyim	 Abdurrahman Wahid 
Q145881	Juan Ponce Enrile	 Jack Enrile 
Q704384	Frederick Coyett	 Balthasar Coyett 
Q468844	Danuta Wałęsa	 Jarosław Wałęsa 
Q1542244	Robert Duncan Wilmot	 Robert Duncan Wilmot (MP) 
Q6916574	Moss Kent Dickinson	 George Lemuel Dickinson 
Q700179	Heshen	 Fengšen Yinde 
Q2564998	Makonnen Wolde Mikael	 Haile Selassie I | Yilma Makonnen  
Q5470459	Forrest Dunn	 Bossier City Louisiana 
Q5966196	Ma Buqing	 Ma Chengxiang 
Q5483552	Francisco José Urrutia Holguín	 Miguel Urrutia Montoya 
Q983475	M. K. Stalin	 Udhayanidhi Stalin 
Q91	Abraham Lincoln	 Edward Baker Lincoln | Robert Todd Lincoln | Tad Lincoln | William Wallace Lincoln  
Q319129	Barry Goldwater	 Barry Goldwater Jr. 
Q43067	Heinrich Himmler	 Gudrun Burwitz 
Q127442	Konstantin Chernenko	 Albert Chernenko 
Q193426	Nancy Reagan	 Patti Davis | Ron Reagan  
Q11812	Thomas Jefferson	 Martha Jefferson Randolph | Mary Jefferson Eppes  
Q171977	Tokugawa Ieyasu	 Matsudaira Nobuyasu | Toku Hime | Tokugawa Hidetada | Yūki Hideyasu  
Q35041	William McKinley	 Katherine McKinley 
Q708034	Thomas F. Bayard	 Thomas F. Bayard Jr. 
Q39524	Gamal Abdel Nasser	 Abdel Hakim Abdel Nasser | Abdel Hamid Abdel Nasser | Hoda Abdel Nasser | Khalid Abdel Nasser | Mona Abdel Nasser  
Q12312	Franklin Pierce	 Franklin Pierce 
Q314384	Huey Long	 Russell B. Long 
Q649596	Ma Bufang	 Ma Jiyuan 
Q193492	Daniel arap Moi	 Adoption | Gideon Moi  
Q15257	Ron Paul	 Rand Paul 
Q128976	Alec Douglas-Home	 David Douglas-Home 15th Earl of Home 
Q959976	John Breckinridge (U.S. Attorney General)	 Cabell Breckinridge | Robert Jefferson Breckinridge  
Q6390168	Kenneth Hahn	 James Hahn | Janice Hahn  
Q438913	Hugo Haase	 Ernst Haase 
Q555499	Ralph Recto	 Luis Manzano | Ryan Christian Recto  
Q3634346	Uddhav Thackeray	 Aditya Thackeray 
Q1277245	Pieter de Graeff	 Cornelis de Witt | Johan de Graeff  
Q4376837	Presidency of Dmitry Medvedev	 Ilya Medvedev 
Q7197630	Pir Syed Muhammad Binyamin Rizvi	 One Son 
Q5345094	Edward Roderick Davies	 Ann Romney 
Q5657199	Hari Shankar Sharma	 Kripa Shankar Sharma 
Q294974	Scott Brown	 Ayla Brown 
Q233641	Julia Grant	 Frederick Dent Grant | Jesse Root Grant | Nellie Grant | Ulysses S. Grant Jr.  
Q233652	Bess Truman	 Margaret Truman 
Q238397	Ida Saxton McKinley	 Katherine McKinley 
Q233660	Louisa Adams	 Charles Francis Adams Sr. | George Washington Adams | John Adams II  
Q255190	Anna Harrison	 Benjamin Harrison | Carter Bassett Harrison (1811–1839) | John Scott Harrison | William Henry Harrison  
Q864992	Birch Bayh	 Evan Bayh 
Q5915564	William F. Knowland	 Joe Knowland 
Q1700763	John L. Mitchell	 Billy Mitchell 
Q2631638	William A. Clark	 Huguette Clark | William Andrews Clark Jr.  
Q3161114	James Graham Fair	 Virginia Fair Vanderbilt 
Q621413	Yog-Sothoth	 List of Great Old Ones | The Dunwich Horror  
Q577759	Doug Ross	 Carol Hathaway 
Q573122	Frau Farbissina	 Scott Evil 
Q2471541	Kay Adams-Corleone	 Anthony Corleone | Mary Corleone  
Q323807	J.D. (Scrubs)	 List of Scrubs characters | Scrubs (TV series)  
Q6785093	Master Shake	 List of Aqua Teen Hunger Force characters 
Q7924854	Vic Mackey	 List of The Shield characters 
Q2468774	Louis de Pointe du Lac	 Claudia (The Vampire Chronicles) 
Q2708998	List of Modern Family characters	 List of Modern Family characters 
Q2618138	Azazel (Supernatural)	 Characters of Supernatural 
Q3641285	Bob Cratchit	 Tiny Tim (A Christmas Carol) 
Q4083088	White King (Through the Looking-Glass)	 Pawn (chess) 
Q5089393	Cheese Wagstaff	 Randy Wagstaff 
Q575889	Sonny Corleone	 Vincent Corleone 
Q16968729	Roxy LeBlanc	 Trevor LeBlanc 
Q7781068	Thelma Harper	 Eunice Harper Higgins | List of Mama's Family characters | Mama's Family  
Q16156793	Margene Heffman	 Ben Henrickson 
Q2268579	Kyrano	 Tin-Tin Kyrano 
Q223757	Bella Swan	 List of Twilight characters 
Q148659	Indiana Jones	 List of Indiana Jones characters 
Q844	James Bond	 Kissy Suzuki 
Q11947	Pete (Disney)	 Pete (Disney) 
Q10990037	Sylvester (Looney Tunes)	 Sylvester Jr. 
Q3498581	Stephen J. Bartowski	 Chuck Bartowski | Ellie Woodcomb  
Q16245691	Hector Anagnostou	 Aphrodite Aperyi 
Q6828838	Michael Britten	 Rex Britten 
Q6312248	June Cleaver	 Theodore Cleaver | Wally Cleaver  
Q2316828	Johnny Sack	 List of characters from The Sopranos – friends and family 
Q885438	Jay Bowerman	 Bill Bowerman 
Q883027	Fletcher D. Proctor	 Mortimer R. Proctor 
Q882241	Frank A. Barrett	 James Emmett Barrett 
Q382109	Leland Stanford	 Leland Stanford Jr. 
Q599050	George N. Briggs	 Henry Shaw Briggs 
Q450175	Henry Lee III	 Robert E. Lee 
Q377935	Yang Shangkun	 Yang Li (daughter of Yang Shangkun) | Yang Shaojun | Yang Shaoming  
Q345571	Belisario Betancur	 Diego Betancur Álvarez 
Q886034	Robert R. Reid	 Florida 
Q16988	Liu Shaoqi	 Liu Ting | Liu Yuan (politician)  
Q152306	Carl Gustaf Emil Mannerheim	 Anastasie Mannerheim | Carl Gustaf Emil Mannerheim  
Q313604	Andrés Bonifacio	 Andres De Jesús Bonifacio 
Q41749	Joseph Goebbels	 Goebbels children 
Q1506858	William Whiting II	 William F. Whiting 
Q461626	Carolyn Cheeks Kilpatrick	 Kwame Kilpatrick 
Q8003893	William A. Ashbrook	 John M. Ashbrook 
Q6257090	John Scott (representative)	 George Washington Scott | John Scott (Pennsylvania)  
Q1452176	Fred A. Hartley Jr.	 Al Hartley 
Q295333	Carter Harrison Sr.	 Carter Harrison Jr. 
Q205282	William Jennings Bryan	 Grace Bryan | Ruth Bryan Owen | William Jennings Bryan Jr.  
Q817647	Benjamin Pickman Jr.	 Benjamin T. Pickman 
Q3816306	Ruth Baker Pratt	 Edwin H Baker Pratt 
Q9960	Ronald Reagan	 Maureen Reagan | Michael Reagan | Patti Davis | Ron Reagan  
Q315999	Joseph Chamberlain	 Austen Chamberlain | Neville Chamberlain  
Q5342237	Edward Cephas John Stevens	 Frederic Whitcombe 
Q128702	John A. Macdonald	 Hugh John Macdonald 
Q166635	Stanley Baldwin	 Arthur Baldwin 3rd Earl Baldwin of Bewdley | Oliver Baldwin 2nd Earl Baldwin of Bewdley  
Q379996	Hiranuma Kiichirō	 Takeo Hiranuma 
Q3116362	Greg Thompson	 Gregory Thompson Jr. 
Q15996205	Tim Armstrong (politician)	 Tommy Armstrong (New Zealand politician) 
Q7173326	Peter Coleman	 Ursula Dubosarsky 
Q333468	Robert Maxwell	 Christine Maxwell | Ghislaine Maxwell | Ian Maxwell | Isabel Maxell | Kevin Maxwell  
Q1251694	Doug Anthony	 Larry Anthony 
Q7153280	Paul Robinson (Neighbours)	 Andrew Robinson (Neighbours) | List of Neighbours characters (2006)  
Q6212266	Joe Scully	 Jack Scully | List of Neighbours characters (2003)  
Q6990026	Nell Mangel	 Joe Mangel 
Q3341959	Nina Webster	 Chance Chancellor | Ronan Malloy  
Q5585039	Gordon Cunningham	 Max Cunningham | Tom Cunningham  
Q2936326	Cane Ashby	 The Young and the Restless characters (2010) 
Q4935057	Bobby Grant (Brookside)	 Damon Grant 
Q7704941	Terry Raymond	 Simon Raymond 
Q13130609	Peggy Mitchell	 Grant Mitchell (EastEnders) | Phil Mitchell  
Q5049238	Cassandra Freedman	 List of Neighbours characters (2008) 
Q4820179	Audrey Roberts	 List of Coronation Street characters (1996) 
Q3504972	Del Boy	 Damien Trotter 
Q7407616	Sam Holden (Home and Away)	 List of Home and Away characters (2006) 
Q6886174	Mo Butcher	 Frank Butcher 
Q5694158	Heather Trott	 List of EastEnders characters (2009) 
Q6498672	Laura Beale	 List of EastEnders characters (2003) 
